now=,372.58,s speed=,37.39,MB/s,148515.7,iops size=,12338.3,MB average=,33.12,MB/s,131532.3,iops compaction:,70,pick_time:,35.867 s
now=,382.58,s speed=,37.47,MB/s,148810.0,iops size=,12712.9,MB average=,33.23,MB/s,131983.9,iops compaction:,73,pick_time:,36.374 s
now=,392.58,s speed=,37.55,MB/s,149161.8,iops size=,13088.5,MB average=,33.34,MB/s,132421.4,iops compaction:,76,pick_time:,36.887 s
now=,402.58,s speed=,37.01,MB/s,147010.7,iops size=,13458.6,MB average=,33.43,MB/s,132783.8,iops compaction:,80,pick_time:,37.511 s
now=,412.58,s speed=,37.33,MB/s,148285.0,iops size=,13831.9,MB average=,33.53,MB/s,133159.5,iops compaction:,83,pick_time:,38.037 s
now=,422.58,s speed=,37.37,MB/s,148435.9,iops size=,14205.7,MB average=,33.62,MB/s,133521.0,iops compaction:,87,pick_time:,38.551 s
now=,432.62,s speed=,36.66,MB/s,145625.4,iops size=,14573.7,MB average=,33.69,MB/s,133801.9,iops compaction:,91,pick_time:,39.248 s
now=,442.62,s speed=,37.12,MB/s,147426.8,iops size=,14944.9,MB average=,33.76,MB/s,134109.8,iops compaction:,96,pick_time:,39.787 s
now=,452.62,s speed=,36.74,MB/s,145931.2,iops size=,15312.3,MB average=,33.83,MB/s,134370.9,iops compaction:,100,pick_time:,40.444 s
now=,462.62,s speed=,37.30,MB/s,148132.6,iops size=,15685.3,MB average=,33.91,MB/s,134668.4,iops compaction:,103,pick_time:,40.962 s
now=,472.62,s speed=,36.99,MB/s,146921.7,iops size=,16055.2,MB average=,33.97,MB/s,134927.7,iops compaction:,107,pick_time:,41.519 s
now=,482.62,s speed=,37.11,MB/s,147377.5,iops size=,16426.2,MB average=,34.04,MB/s,135185.6,iops compaction:,110,pick_time:,42.075 s
now=,492.62,s speed=,36.13,MB/s,143508.0,iops size=,16787.6,MB average=,34.08,MB/s,135354.6,iops compaction:,116,pick_time:,42.878 s
now=,502.62,s speed=,37.37,MB/s,148415.3,iops size=,17161.2,MB average=,34.14,MB/s,135614.4,iops compaction:,119,pick_time:,43.389 s
now=,512.62,s speed=,38.07,MB/s,151197.2,iops size=,17541.9,MB average=,34.22,MB/s,135918.4,iops compaction:,121,pick_time:,43.747 s
now=,522.62,s speed=,37.19,MB/s,147724.0,iops size=,17913.8,MB average=,34.28,MB/s,136144.3,iops compaction:,128,pick_time:,44.256 s
now=,532.62,s speed=,36.29,MB/s,144134.1,iops size=,18276.7,MB average=,34.31,MB/s,136294.3,iops compaction:,135,pick_time:,45.033 s
now=,542.62,s speed=,37.41,MB/s,148573.3,iops size=,18650.8,MB average=,34.37,MB/s,136520.6,iops compaction:,138,pick_time:,45.540 s
now=,552.62,s speed=,37.48,MB/s,148879.6,iops size=,19025.6,MB average=,34.43,MB/s,136744.3,iops compaction:,141,pick_time:,46.035 s
now=,562.62,s speed=,37.19,MB/s,147717.3,iops size=,19397.5,MB average=,34.48,MB/s,136939.3,iops compaction:,148,pick_time:,46.539 s
now=,572.62,s speed=,36.58,MB/s,145277.1,iops size=,19763.3,MB average=,34.51,MB/s,137084.9,iops compaction:,154,pick_time:,47.228 s
